Geography Type,Geography,Age Range,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Year,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,11,1.4 - 20.6,97,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,11.8,1.9 - 21.8,106,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,19.8,5.6 - 34.0,111,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,9.7,0.0 - 27.7,78,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,1.8,0.0 - 4.8,76,0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 2  - Jan 29,2022,Monthly,35.1,31.5 - 38.8,"1,519",0
National Estimates,National,5-17 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 30 - Feb 26,2022,Monthly,39.8,36.1 - 43.5,"1,754",0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,4.5,0.0 - 9.1,105,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,20,12.4 - 27.6,363,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,13.1,8.2 - 18.1,420,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,13.1,7.1 - 19.1,355,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,14.8,9.1 - 20.5,483,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,15.1,9.3 - 20.9,379,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,7.9,2.9 - 13.0,417,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,13.8,6.2 - 21.4,360,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,16.7,9.0 - 24.3,450,0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,23.3,19.6 - 27.0,"1,518",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,24.5,21.0 - 27.9,"1,707",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,22.7,19.1 - 26.2,"1,769",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,24.2,20.4 - 28.0,"1,727",0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Oct 1 - Oct 29 ,2022,Monthly,37.6,25.9 - 49.3,202,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Oct 30 - Nov 26,2022,Monthly,36,24.8 - 47.2,179,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Nov 27 - Dec 31,2022,Monthly,35.2,25.8 - 44.7,264,0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,21.5,18.2 - 24.8,"1,589",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,6.6,4.4 - 8.9,"1,323",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,12.8,10.0 - 15.6,"1,590",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,18.2,15.2 - 21.1,"1,986",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,24.7,19.7 - 29.8,"1,076",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,25.1,20.6 - 29.6,"1,224",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,20.7,16.8 - 24.5,"1,209",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,23.4,18.8 - 28.1,"1,313",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,25.5,20.6 - 30.3,"1,205",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,4.3,2.5 - 6.1,"1,118",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,12,8.4 - 15.7,"1,007",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,20.6,16.4 - 24.8,"1,349",0
National Estimates,National,5-17 years,Poverty and Income,"Above poverty, income < $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,16.7,11.5 - 21.9,575,0
National Estimates,National,5-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),January 1 - January 28,2023,Monthly,57,52.5 - 61.4,"1,425",0
National Estimates,National,5-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 2  - Jan 29,2022,Monthly,56.7,52.9 - 60.5,"2,047",0
National Estimates,National,5-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),January 29 - February 25,2023,Monthly,56,52.0 - 60.1,"1,710",0
National Estimates,National,5-17 years,Poverty and Income,"Above poverty, income < $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,15.7,10.7 - 20.8,689,0
National Estimates,National,5-17 years,Poverty and Income,"Above poverty, income < $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,12.6,8.1 - 17.2,660,0
